,text,label
8779,"""Geessegripp""",Ministre de la Santé
8780,Financement de la stratégie de dépistage à large échelle,Ministre de la Santé
8781,Programmes de prévention contre les drogues et les moyens d'éviction de la distribution des drogues dans les écoles,Ministre de l'Education nationale
8782,Réorganisation du registre de commerce,Ministre de la Justice
8783,Contrôles aux frontières luxembourgeoises dans le cadre de la régularisation des sans papiers en Belgique,Ministre de la Justice
8784,Infrastructures adéquates au Nord du pays pour l'a.s.b.l. Luxembourg Air Rescue,Ministre de l'Intérieur
8785,Acquisition de l'ancien siège de l'Arbed par la Banque et Caisse d'Epargne de l'Etat,Premier Ministre
8786,Aérodrome de Noertange,Ministre du Développement durable et des Infrastructures
8787,Utilisation de la langue des signes,Ministre de la Santé
8788,"""IATA Travel Pass Initiative""",Ministre de la Santé
8789,Normes de bruit et de pollution maximales que doivent respecter les véhicules motorisés appelés quads,Ministre du Développement durable et des Infrastructures
8790,Mendicité organisée,Ministre de la Justice
8791,ADHS (Attention-Deficit / Hyperactivity Syndrom),Ministre de la Santé
8792,Ligne ferroviaire Luxembourg-Trêves-Coblence,Ministre du Développement durable et des Infrastructures
8793,Laboratoires privés,Ministre de la Santé
8794,Campagnes d'informations du gouvernement,Premier Ministre
8795,Consommation de drogues au Centre Pénitentiaire de Luxembourg,Ministre de la Justice
8796,Transports en taxi pris en charge par la CNS,Ministre de la Sécurité sociale
8797,Convocation du Comité de coordination tripartite,Premier Ministre
8798,"""Formation initiale"" pour chauffeurs professionnels",Ministre du Développement durable et des Infrastructures
8799,Fête non autorisée au Bambësch,Ministre de la Santé
8800,Equipement informatique  de l'administration judiciaire,Ministre de la Justice
8801,Locaux d'OPE à Schifflange,Ministre du Développement durable et des Infrastructures
8802,Problèmes d'embouteillage aux heures de pointe à Ettelbruck,Ministre du Développement durable et des Infrastructures
8803,Travaux sur l'autoroute A1,Ministre du Développement durable et des Infrastructures
8804,Écoles de danse dans le cadre de la pandémie Covid-19,Ministre de la Santé
8805,Réduction de l'amplitude journalière des salariés du secteur du transport de personnes par route,Premier Ministre
8806,École internationale à Mersch,Ministre de l'Education nationale
8807,Les propos du Secrétaire américain adjoint à la Défense Wolfowitz sur l'isolement du Luxembourg sur la scène internationale,Premier Ministre
8808,Frais d'enregistrement des échanges à l'amiable de terrains agricoles,Ministre des Finances
8809,Réseau de pharmacies,Ministre de la Santé
8810,Acquisition de la nationalité luxembourgeoise,Ministre de la Justice
8811,"Communication avec le ""Robert Koch Institut""",Ministre de la Santé
8812,Assurances des exploitants d'installations nucléaires en Belgique,Ministre de la Santé
8813,Agrandissement de l'école nationale des Sapeurs-Pompiers à Feulen,Ministre du Développement durable et des Infrastructures
8814,Espionnage économique,Premier Ministre
8815,Enquête sur la facturation dans le secteur de la santé,Ministre de la Sécurité sociale
8816,Participation du Luxembourg à la protection de la réserve naturelle Yasuni en Equateur,Ministre du Développement durable et des Infrastructures
8817,Recrutement par voie d'examen-concours,Premier Ministre
8818,Effectifs de la Police grand-ducale,Ministre de la Justice
8819,Taxe d'apprentissage,Ministre de l'Education nationale
8820,Vente par correspondance de certains médicaments,Ministre de la Santé
8821,Chambres de compensation et de règlement pour le yuan,Ministre des Finances
8822,Alimentation des enfants âgés de 0 à 3 ans,Ministre de la Santé
8823,"Chantier du viaduc ferroviaire ""Bisserbréck"" et piste cyclable PC1",Ministre du Développement durable et des Infrastructures
8824,Jeux d'adresse,Ministre de la Justice
8825,Réaffectation des anciennes casernes du Plateau du Saint-Esprit,Ministre des Finances
8826,Mise en place d'un système d'alerte et d'information,Ministre de l'Intérieur
8827,Réforme fiscale,Ministre des Finances
8828,Processionnaire de chêne,Ministre de la Santé
8829,Jugement du tribunal administratif en matière d'accès du public à l'information relative à l'environnement,Premier Ministre
8830,"""Bug Bounties""",Premier Ministre
8831,Législation des holdings,Ministre des Finances
8832,Circulation d'un train Pendolino entre Bruxelles-Luxembourg-Bâle et l'évolution des lignes ferroviaires Luxembourg-Bruxelles et Luxembourg-Liège,Ministre du Développement durable et des Infrastructures
8833,Améliorations au sein des services d'urgences des établissements hospitaliers,Ministre de la Santé
8834,Dossier de soins partagé,Ministre de la Sécurité sociale
8835,Criminalité liée à la drogue,Ministre de la Justice
8836,Eaux usées de la décharge du SIDEC à Friddhaff,Ministre du Développement durable et des Infrastructures
8837,Résultats des élèves luxembourgeois au test PISA,Ministre de l'Education nationale
8838,Exercices d'évacuation dans les bâtiments scolaires,Ministre de l'Education nationale
8839,"Création d'un poste ""relations publiques"" attaché aux tribunaux luxembourgeois",Ministre de la Justice
8840,Prélèvement de pacemaker en cas de mort,Ministre de la Santé
8841,Personnel éducatif et psychosocial,Ministre de l'Education nationale
8842,Médicaments contenant du cannabis,Ministre de la Santé
8843,\,Premier Ministre
8844,Conflits d'intérêts dans le cadre d'autorisations de construire,Ministre de l'Intérieur
8845,Transfert de la section bâtiment du Lycée Technique des Arts et Métiers au Lycée Technique Josy Barthel,Ministre de l'Education nationale
8846,Encouragement auprès des sociétés pharmaceutiques internationales à s'implanter au Grand-Duché de Luxembourg,Ministre de la Santé
8847,Prestations familiales,Premier Ministre
8848,Fumier de bovins potentiellement dangereux pour l'homme,Ministre de la Santé
8849,Photovoltaïque,Ministre du Développement durable et des Infrastructures
8850,Vaccination des personnes de 30 à 54 ans avec AstraZeneca,Ministre de la Santé
8851,"""mBox""",Ministre du Développement durable et des Infrastructures
8852,Protection des enfants et des jeunes contre la diffusion par téléphone portable d'images pornographiques ou violentes,Ministre de la Santé
8853,Assistance judicaire,Ministre de la Justice
8854,\,Premier Ministre
8855,Programme d'aide au severage tabagique de l'Union des caisses de maladie,Ministre de la Santé
8856,Mésaffectation de logements,Ministre des Finances
8857,"""Landesgartenschau"" à Trèves",Ministre de l'Intérieur
8858,Retrait du vaccin Astrazeneca de la campagne de vaccination,Ministre de la Santé
8859,Publication en ligne du raider communal,Ministre de l'Intérieur
8860,Augmentation de l'effectif de la police grand-ducale affecté aux commissariats de proximité (CP) et aux centres d'intervention (CI),Ministre de la Justice
8861,Différences des amendes en cas d'infractions du code de la route,Ministre du Développement durable et des Infrastructures
8862,"Construction d'une ""Cité policière""",Ministre de l'Intérieur
8863,Aides et mesures du Fonds pour l'emploi,Ministre des Finances
8864,Composition des commissions consultatives communales,Ministre de l'Intérieur
8865,Plafonnage du crédit immobilier,Ministre des Finances
8866,Stratégie commerciale de la société aérienne Cargolux,Ministre du Développement durable et des Infrastructures
8867,Démonstration contre une exposition d'articles de pêche et de chasse à Medernach,Ministre de la Justice
8868,Echange des cartes d'immatriculation et accidents,Ministre du Développement durable et des Infrastructures
8869,Panneaux de signalisation pour informer les automobilistes sur des trajets alternatifs,Ministre du Développement durable et des Infrastructures
8870,Adoption de la recommandation 1325 relative à la traite des femmes et à la prostitution forcée (Conseil de l'Europe),Ministre de la Justice
8871,Ecole de la deuxième chance,Ministre de l'Education nationale
8872,Le programme de mammographie et la détection du cancer du sein,Ministre de la Santé
8873,"""Stock option plans""",Ministre des Finances
8874,Permis de pêche,Ministre des Finances
8875,Démission de la directrice de la Direction de l'Aviation civile de la présidence du conseil d'administration de l'Agence luxembourgeoise pour la sécurité aérienne,Ministre du Développement durable et des Infrastructures
8876,Prise en charge de la contraception,Ministre de la Santé
8877,"Retrait du manuel scolaire ""Instruction civique 2"" destiné aux classes de 2ième de l'enseignement secondaire",Ministre de l'Education nationale
8878,Recensement fiscal annuel,Ministre des Finances
8879,Réseau 5G au Luxembourg,Ministre de la Santé
8880,Malades en unité psychiatrique attachés par des lanières à leur lit,Ministre de la Sécurité sociale
8881,Caserne Grand-Duc Jean à Diekirch,Ministre du Développement durable et des Infrastructures
8882,"Critères de reconnaissance comme formation continue par l'IFEN et insertion d'évènements dans le ""Courrier de l'Éducation nationale""",Ministre de l'Education nationale
8883,Formation de techniciens dans le domaine de l'environnement naturel,Ministre de l'Education nationale
8884,Responsabilité dans le cas d'accidents de travail,Ministre de la Sécurité sociale
8885,Education précoce,Ministre de l'Intérieur
8886,Marché du travail au Luxembourg,Ministre de la Sécurité sociale
8887,Prime de risque des douaniers,Ministre des Finances
8888,Centres de compétences,Ministre de l'Education nationale
8889,Définition de l'antisémitisme,Premier Ministre
8890,Évaluation épidémiologique des données existantes sur le Covid-19 et aux démarches futures du Gouvernement,Ministre de la Santé
8891,Médecine de contrôle,Ministre de la Sécurité sociale
8892,Intervention du Ministre de la Justice auprès de la commission spéciale des Stupéfiants,Ministre de la Justice
8893,Statistiques sur les décès dans les structures pour personnes âgées,Ministre de la Santé
8894,Détenus âgés,Ministre de la Justice
8895,Développement des transports publics,Ministre du Développement durable et des Infrastructures
8896,Création d'un bureau de recette D des douanes au Contrôle technique à Sandweiler,Ministre des Finances
8897,Avenir de l'a.s.b.l. Luxembourg Air Rescue (LAR),Ministre de la Santé
8898,Maisons médicales,Ministre de la Santé
8899,Implants mammaires,Ministre de la Santé
8900,Embauche au CRP - Santé,Ministre de la Santé
8901,Détachements irréguliers,Ministre de la Sécurité sociale
8902,Port du masque dans les écoles,Ministre de l'Education nationale
8903,"Frais de gestion pour le timbre ""Droit de Chancellerie"" facturé par la Société Nationale de Circulation Automobile lors de l'immatriculation d'un véhicule routier",Ministre du Développement durable et des Infrastructures
8904,Journée de Commémoration Nationale,Ministre de l'Intérieur
8905,Modalités et dispositions à respecter en cas de faillite d'une asbl,Ministre de la Justice
8906,Bicyclette hollandaise offerte au chef de gouvernement lors du Sommet Européen à Amsterdam,Premier Ministre
8907,Accès aux soins de santé,Ministre de la Sécurité sociale
8908,"""Blistering"" des médicaments",Ministre de la Santé
8909,Nuisances causées par des trains stationnés pendant la nuit près de la gare de Troisvierges,Ministre du Développement durable et des Infrastructures
8910,"Manifeste ""Maintenant, il faut un vrai espace judiciaire européen""",Ministre de la Justice
8911,Plans d'aménagement généraux (PAG) des communes luxembourgeoises,Ministre du Développement durable et des Infrastructures
8912,"Exécution du ""Zukunftspak""",Ministre de la Sécurité sociale
8913,Situation des femmes à la suite d'un divorce,Ministre de la Justice
8914,Vague de cambriolages au Grand-Duché de Luxembourg,Ministre de la Justice
8915,Maladie infectieuse provoquée par le Hantavirus,Ministre de la Santé
8916,Musée de la Police grand-ducale,Ministre du Développement durable et des Infrastructures
8917,Stations d'épuration,Ministre de l'Intérieur
8918,"""Staatstrojaner""",Premier Ministre
8919,Recommandation du Gouvernement de port du masque dans des zones extérieures à forte densité de personnes,Ministre de la Santé
8920,"Eventuelle ""analyse"" par le BND des liaisons Internet depuis et vers le Luxembourg",Premier Ministre
8921,Abus d'alcool et prise en charge des coûts médicaux,Ministre de la Sécurité sociale
8922,Système de vignettes de couleur,Ministre du Développement durable et des Infrastructures
8923,Manifestation syndicale autour de l'assemblée générale du conseil d'administration de ARCELOR,Ministre de la Justice
8924,Recrutement du personnel enseignant,Ministre de l'Education nationale
8925,Portail internet de la santé,Ministre de la Santé
8926,Trafic de drogue au centre pénitentiaire de Luxembourg,Ministre de la Justice
8927,"Violation du secret bancaire par des employés de la ""Kredietbank Luxembourg"" (KPL)",Ministre des Finances
8928,Mécanisme de surveillance unique (SSM) dans le cadre du projet de l'Union bancaire,Ministre des Finances
8929,Affaire opposant le gouvernement et la chambre des comptes à propos d'avances sur traitements irréguliers,Ministre de la Justice
8930,Cannabis médical,Ministre de la Santé
8931,Augmentation du taux minimal des droits d'accises sur le gazole professionnel,Ministre des Finances
8932,Dépistage systématique de l'ostéoporose,Ministre de la Santé
8933,Offre d'acquisition de parts de la société CLT-UFA par la société américain Disney,Premier Ministre
8934,Recherche sur les cellules souches embryonnaires,Ministre de la Santé
8935,Evolution des statistiques de criminalité,Ministre de la Justice
8936,Traversées de Grousbous,Ministre du Développement durable et des Infrastructures
8937,Citoyens luxembourgeois ayant leur résidence principale dans la Grande Région,Ministre de la Sécurité sociale
8938,Digitalisation au niveau du fisc,Ministre des Finances
8939,Campagnes d'informations du gouvernement,Ministre des Finances
8940,Application du système TMC (Traffic Message Channel) au Luxembourg,Ministre du Développement durable et des Infrastructures
8941,"Etat de l'enquête dans l'affaire ""Bommeleeër""",Ministre de la Justice
8942,Réductions de vitesses lors des pics estivaux en concentration d'ozone troposhérique,Ministre du Développement durable et des Infrastructures
8943,Séparation des détenus mineurs des détenus majeurs,Ministre de la Justice
8944,"Prise en charge par l'assurance maladie des frais de ""vols à vide"" de la ""Luxembourg Air Rescue""",Ministre de la Sécurité sociale
8945,Protection des témoins,Ministre de la Justice
8946,Fixation de patients atteints d'une maladie mentale,Ministre de la Santé
8947,Assujettissement des administrateurs de sociétés à la TVA,Ministre des Finances
8948,Fichier élève,Ministre de l'Education nationale
8949,Organisation interne de la Police grand-ducale,Ministre de la Justice
8950,"Mise en place d'un numéro d'appel européen unique ""116 000"" pour enfants disparus et adolescents en fugue",Ministre de la Justice
8951,Equipement des véhicules de secours,Ministre de l'Intérieur
8952,Montants non encore encaissés par la Caisse de pension,Ministre de la Sécurité sociale
8953,Perspectives de fusion des communes de la Nordstad,Ministre de l'Intérieur
8954,Fabriques d'églises,Ministre de l'Intérieur
8955,Congé pour raisons de santé des fonctionnaires communaux,Ministre de l'Intérieur
8956,Contrôle de chantiers,Ministre de la Justice
8957,"Financement du ""Fonds pour l'emploi"" par les communes",Ministre de l'Intérieur
8958,Présences de drogues au Centre pénitentiaire de Schrassig,Ministre de la Justice
8959,Amende que risque BNP Paribas aux Etats-Unis,Ministre des Finances
8960,Gardiennage des infrastructures sportives,Ministre de l'Intérieur
8961,Brigade canine de l'Administration des douanes et accises,Ministre des Finances
8962,Maigreur des mannequins,Ministre de la Santé
8963,Evolution des prix des terrains à bâtir,Ministre des Finances
8964,Avis d'adjudication des grands chantiers,Ministre du Développement durable et des Infrastructures
8965,Eurovignette,Ministre du Développement durable et des Infrastructures
8966,Règlement 2016/679 du Parlement européen et du Conseil du 27 avril 2016 relatif à la protection des personnes physiques à l'égard du traitement des données à caractère personnel et à la libre circulation de ces données,Ministre de l'Intérieur
8967,Augmentation des affectations de la thyroïde,Ministre de la Santé
8968,Cambriolages,Ministre de la Justice
8969,Mise en place d'un géoportail français,Ministre des Finances
8970,Campagne de sensibilisation pour les professions de santé,Ministre de la Santé
8971,Mesures compensatoires pour la route du Nord,Ministre du Développement durable et des Infrastructures
8972,"Avenir de la résidence pour personnes âgées ""An de Wisen"" à Bettembourg",Ministre de la Sécurité sociale
8973,"Usage du signe distinctif particulier ""médecin en service""",Ministre du Développement durable et des Infrastructures
8974,Paiements électroniques,Ministre des Finances
8975,Plans directeurs sectoriels,Ministre du Développement durable et des Infrastructures
8976,Grève internationale contre le changement climatique,Ministre de l'Education nationale
8977,Évolution du taux de suicide durant la crise de la Covid-19,Ministre de la Santé
8978,Fabriques d'églises et conventions à conclure entre les communes et les fabriques d'églises concernant les édifices religieux,Ministre de l'Intérieur
8979,"Utlisation de la ""signature habituelle"" pour des actes officiels",Ministre de la Justice
8980,Bail à ferme,Ministre de l'Intérieur
8981,Négociations de la vente de la KBL,Ministre des Finances
8982,Jeux de hasard,Ministre de la Justice
8983,Distinctions honorifiques décernées à l'occasion de la fête nationale,Premier Ministre
8984,Etudes supérieures des enseignants,Ministre de l'Education nationale
8985,Fintech,Ministre des Finances
8986,Transfert des quartiers généraux d'Altice aux Pays-Bas,Ministre des Finances
8987,Plafonds de paiement en liquide,Ministre des Finances
8988,Contrats d'apprentissage et de stage à des travaux à risques spécifiques,Ministre de l'Education nationale
8989,Délais d'attente pour réaliser un examen scanner et un examen IRM,Ministre de la Santé
8990,Expulsion d'une personne d'origine algérienne,Ministre de la Justice
8991,Limite d'âge pour donneurs de sang,Ministre de la Santé
8992,Opportunités de la technologie de la blockchain pour le secteur financier,Ministre des Finances
8993,Placement d'enfants dans le cadre de la loi sur la protection de la jeunesse,Ministre de la Justice
8994,Décisions fiscales anticipées des autorités étrangères,Ministre des Finances
8995,Questionnaire sur la qualité du sommeil,Ministre de la Santé
8996,Avions AERO L39 ALBATROS,Ministre du Développement durable et des Infrastructures
8997,Structure d'accueil pour toxicomanes à Esch-sur-Alzette et Ettelbruck,Ministre de la Santé
8998,Abus de l'usage de médicaments,Ministre de la Sécurité sociale
8999,Protection des salariés du commerce dans le contexte de la pandémie du coronavirus,Ministre de la Santé
9000,Heures supplémentaires des forestiers,Ministre du Développement durable et des Infrastructures
9001,Rythmes scolaires,Ministre de l'Education nationale
9002,Modernisation de la ligne ferroviaire Bruxelles - Luxembourg,Ministre du Développement durable et des Infrastructures
9003,Vaccin contre la grippe,Ministre de la Santé
9004,Construction d'un nouvel établissement pénitentiaire au Luxembourg,Ministre de la Justice
9005,Changement horaire des CFL,Ministre du Développement durable et des Infrastructures
9006,Services de secours de la protection civile,Ministre de la Santé
9007,Législation relative au Cannabidiol,Ministre de la Santé
9008,Radicalisation des jeunes,Ministre de l'Education nationale
9009,Mesures de contraintes en psychiatrie,Ministre de la Santé
9010,Prolongation des permis de conduire au seuil d'une nouvelle catégorie d'âge,Ministre du Développement durable et des Infrastructures
9011,Aide de l'Etat pour les structures d'accueil de taille moyenne,Ministre de l'Education nationale
9012,Indemnisation suite à une détention préventive,Ministre de la Justice
9013,Emploi de personnel non qualifié dans le secteur des foyers de jour pour enfants,Premier Ministre
9014,Hausse du tabagisme au Luxembourg,Ministre de la Santé
9015,Urgences dentaires,Ministre de la Santé
9016,Recouvrement d'amendes pénales au Luxembourg,Ministre de la Justice
9017,Sûreté et Sécurité de la navigation aérienne et sur situation actuelle à l'aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
9018,Structures conventionnées d'éducation et d'accueil,Ministre de l'Education nationale
9019,Effectif de l'Administration des douanes et accises,Ministre des Finances
9020,Remplacement des tablettes tactiles,Ministre de l'Education nationale
9021,Liberté d'expression,Ministre de la Justice
9022,Stratégie de promotion de et vers l'émirat de Dubaï,Ministre des Finances
9023,Dialogue interinstitutionnel,Premier Ministre
9024,Institution du Conseil supérieur du Développement durable,Ministre de l'Intérieur
9025,Taux d'absentéisme dans la fonction publique,Ministre de la Sécurité sociale
9026,Prime de grand risque au profit des agents professionnels engagés par l'Administration des Services de Secours,Ministre de l'Intérieur
9027,Reprise des activités dans le secteur Horesca,Ministre de la Santé
9028,Harcèlement sexiste,Ministre de la Justice
9029,Création d'un lycée transfrontalier pour professions de santé au Luxembourg,Ministre de l'Education nationale
9030,Multiplication des accidents impliquant des piétons,Ministre du Développement durable et des Infrastructures
9031,Fermeture du tarmac du Findel pour cause de déneigement,Ministre du Développement durable et des Infrastructures
9032,Caractère laïque de l'État,Premier Ministre
9033,"Train du type ""Pendolino""",Ministre du Développement durable et des Infrastructures
9034,Péage automobile sur les autoroutes et routes allemandes,Ministre du Développement durable et des Infrastructures
9035,Moratoire sur la contribution pour enfants,Ministre des Finances
9036,Carcasses de train de fret belge,Ministre du Développement durable et des Infrastructures
9037,Taux d'imposition maximale sur le revenu,Ministre des Finances
9038,Complexe concentrationnaire d'Auschwitz,Premier Ministre
9039,Carte d'identité professionnelle pour les professions de soins de santé,Ministre de la Santé
9040,"Les hôpitaux luxembourgeois et le ""bug"" de l'an 2000",Ministre de la Santé
9041,Honoraires des experts judiciaires indépendants,Ministre de la Justice
9042,Composition des Task forces dans le cadre de la pandémie du coronavirus,Premier Ministre
9043,"Drone ""ambulance"" équipé d'un défibrillateur",Ministre de la Santé
9044,Objets interdits en bagage de cabine,Ministre du Développement durable et des Infrastructures
9045,Renommée de la place financière du Luxembourg,Ministre des Finances
9046,"Les vues du Gouvernement en matière ""d'Union libre""",Ministre de la Justice
9047,Détenus non-résidents,Ministre de la Justice
9048,"Médicament ""Baclofène""",Ministre de la Santé
9049,Logements de service pour les membres de la police grand-ducale,Ministre de la Justice
9050,Organisation d'une campagne relative à l'inscription des résidents non luxembourgeois de l'Union européenne sur les listes électorales,Ministre de l'Intérieur
9051,"Rapport d'activité de l'autorité de contrôle institutée par l'article 17 paragraphe 2, de la loi modifiée du 2 août 2002 relative à la protection des personnes à l'égard du traitement des données à caractère personnel pour l'année 2015",Ministre de la Justice
9052,Suivi des patients dans les polycliniques,Ministre de la Santé
9053,Décrochage scolaire,Ministre de l'Education nationale
9054,Infrastructures critiques,Premier Ministre
9055,Formation dans le cadre de l'électromobilité,Ministre de l'Education nationale
9056,Politique de communication dans le contexte de la pandémie du coronavirus,Premier Ministre
9057,Papier timbre utilisé par les notaires,Ministre des Finances
9058,Tests PCR,Ministre de la Santé
9059,Hausse des prix des parkings des hôpitaux,Ministre de la Santé
9060,Création d'une assurance obligatoire contre les risques de catastrophes,Ministre des Finances
9061,Situation du bénévolat dans les services de secours,Ministre de l'Intérieur
9062,Lampes à diode électroluminescente (LED),Ministre du Développement durable et des Infrastructures
9063,Législation concernant la conservation des données,Ministre de la Justice
9064,Sécurité dans les structures d'accueil pour personnes âgées et maisons de soins dans le contexte de la pandémie du coronavirus,Ministre de la Santé
9065,Convocation de la tripartite sidérurgique,Premier Ministre
9066,Poupées sexuelles d'enfants,Ministre de l'Education nationale
9067,Soumissions séparées par corps de métiers,Ministre du Développement durable et des Infrastructures
9068,Prise en charge des victimes d'abus sexuels,Ministre de la Justice
9069,Accès universel aux contraceptifs,Ministre de la Santé
9070,Représentation unique de la zone euro au sein du Fonds Monétaire International (FMI),Ministre des Finances
9071,Ouvrage général complet sur le droit constitutionnel et le droit administratif au Luxembourg,Premier Ministre
9072,Test de dépistage de la Covid-19 avant un séjour à l'étranger.,Ministre de la Santé
9073,Demandeurs d'emploi,Ministre de la Sécurité sociale
9074,Brochure d'information sur le droit de vote des étrangers communautaires,Ministre de l'Intérieur
9075,"""Bloomberg 2019 Healthiest Country Index""",Ministre de la Santé
9076,Emploi des adolescents aux travaux à risques spécifiques,Ministre de l'Education nationale
9077,Services de restauration dans les établissements hospitaliers,Ministre de la Santé
9078,"Invitations pour le ""large scale testing""",Ministre de la Santé
9079,Futur de la médecine personnalisée au Luxembourg,Ministre de la Santé
9080,Réseau Luxembourgeois d'Information sur les Stupéfiants et les Toxicomanies (RELIS),Ministre de la Santé
9081,Gouvernance de la Commission de Surveillance du Secteur Financier,Ministre des Finances
9082,Langues de communication au Luxembourg,Ministre de l'Education nationale
9083,Répartition des vaccins contre la Covid-19 dans l'Union européenne,Premier Ministre
9084,Dispense des cours pour les enfants faisant partie d'un choeur,Ministre de l'Education nationale
9085,Ligne ferroviaire Thionville-Belval-Longwy,Ministre du Développement durable et des Infrastructures
9086,Futur siège social d'ArcelorMittal à Kirchberg,Ministre du Développement durable et des Infrastructures
9087,"Concept de ""vague verte""",Ministre du Développement durable et des Infrastructures
9088,Clônage d'êtres humains,Premier Ministre
9089,Actes notariés immobiliers dans le contexte de la pandémie du coronavirus,Ministre de la Justice
9090,Nombre des avertissements taxés non-payés,Ministre des Finances
9091,Recherche de cas de Covid-19 présents sur le territoire luxembourgeois avant le début présumé de l'épidémie,Ministre de la Santé
9092,Extension du bénéfice du congé de paternité aux indépendants prévue dans le cadre de l'accord gouvernemental,Premier Ministre
9093,Protection des intérêts luxembourgeois - Démission du CEO d'Arcelor-Mittal,Premier Ministre
9094,Subsides accordés par le Ministère aux différentes associations au Luxembourg,Ministre du Développement durable et des Infrastructures
9095,Repos hebdomadaire des chauffeurs de poids lourds,Ministre du Développement durable et des Infrastructures
9096,Nombre de communes permettant la célébration d'un mariage civil les samedis,Ministre de l'Intérieur
9097,Élèves à besoins spécifiques (EBS),Ministre de l'Education nationale
9098,"Affaire ""Bommeleeër""",Ministre de la Justice
9099,Lutte contre le surendettement,Ministre de la Justice
9100,Registre national des personnes physiques,Ministre de l'Intérieur
9101,Alimentation dans les maisons relais et les crèches,Ministre de la Santé
9102,TGV entre Strasbourg et Bruxelles,Ministre du Développement durable et des Infrastructures
9103,Centre thérapeutique d'Useldange,Ministre de la Santé
9104,Suites de l'affaire Mediator,Ministre de la Santé
9105,Monorail suspendu entre Thionville et Luxembourg-Ville,Ministre du Développement durable et des Infrastructures
9106,Conventions individuelles entre établissement de l'enseignement secondaire et élèves,Ministre de l'Education nationale
9107,"Organisation d'une nouvelle chasse battue au ""Bambësch""",Ministre de l'Intérieur
9108,Prévention dans le domaine de la santé,Ministre de la Sécurité sociale
9109,Travaux de construction de l'Unité spéciale de sécurité à Dreiborn,Ministre de la Justice
9110,Mesures en relation avec les rejets de substances radioactives et non-radioactives dans l'environnement,Ministre de la Santé
9111,Fonctionnement des commission consultatives communales pour étrangers,Ministre de l'Intérieur
9112,Diffusion de sondages d'opinion avant toutes élections,Ministre de l'Intérieur
9113,Huitième programme d'équipement sportif,Ministre de l'Education nationale
9114,Discours de haine en ligne,Ministre de la Justice
9115,Infrastructure du Nordstad-Lycée,Ministre du Développement durable et des Infrastructures
9116,Exonérations fiscales des diplomates,Ministre des Finances
9117,Graffitis observables dans la Vieille Ville,Ministre du Développement durable et des Infrastructures
9118,Assainissement énergétique,Ministre du Développement durable et des Infrastructures
9119,Procédure en matière de législation fiscale,Ministre des Finances
9120,Premier cas d'infection à virus Zika au Luxembourg,Ministre de la Santé
9121,Convention de non-double imposition entre le Luxembourg et la France,Ministre des Finances
9122,Initiatives gouvernementales en faveur du logiciel libre dans les administrations publiques,Ministre de l'Education nationale
9123,Excursions et voyages scolaires dans le cadre de l'épidémie du coronavirus 2019-nCoV (Covid-19),Ministre de l'Education nationale
9124,Organisation et fonctionnement du SAMU,Ministre de l'Intérieur
9125,Cartables,Ministre de l'Education nationale
9126,Prise en charge des frais supplémentaires des crèches non-conventionnées,Ministre de l'Education nationale
9127,Procédure de mise hors circulation d'un véhicule,Ministre des Finances
9128,Augmentation du taux minimal des droits d'accises sur le gazole professionnel,Ministre des Finances
9129,Délai de remboursement de la Caisse Nationale de Santé,Ministre de la Sécurité sociale
9130,Réforme de la loi sur la protection de la jeunesse,Ministre de l'Education nationale
9131,Expulsion forcée  d'un ressortissant  du Togo,Ministre de la Justice
9132,Application de l'index aux laboratoires,Ministre de la Sécurité sociale
9133,Vote par correspondance,Ministre de l'Intérieur
9134,Cantines,Ministre de l'Education nationale
9135,Remboursement des analyses médicales,Ministre de la Santé
9136,Pension de survie,Ministre de la Sécurité sociale
9137,Qualifications des policiers du quartier de la gare,Ministre de la Justice
9138,Police Grand-Ducale,Ministre de l'Intérieur
9139,Exécution des travaux d'infrastructure du projet Carmel à Luxembourg,Ministre de l'Intérieur
9140,Fonctionnement de la section économique et financière de la police judiciaire,Ministre de la Justice
9141,Délinquants sexuels,Ministre de la Justice
9142,Application de la TVA sur les indemnités des administrateurs indépendants,Ministre des Finances
9143,Ostéodensitométrie,Ministre de la Santé
9144,Travaux d'extension du Lycée Technique de Bonnevoie,Ministre du Développement durable et des Infrastructures
9145,Statuts de la CNS concernant la chirurgie bariatrique,Ministre de la Santé
9146,Programme d'éducation plurilingue,Ministre de l'Education nationale
9147,Remboursement des médecins créanciers de prestations effectuées et non-payées,Ministre de la Sécurité sociale
9148,Reconnaissance des PACS étrangers,Ministre de la Justice
9149,"""Rulings""",Ministre des Finances
9150,L'immigration clandestine au Luxembourg,Ministre de l'Intérieur
9151,Réforme de la division supérieure de l'enseignement secondaire,Ministre de l'Education nationale
9152,Hausse des droits d'accises sur le carburant,Ministre des Finances
9153,Contrôles douaniers,Ministre des Finances
9154,"Pollution du ruisseau ""Bibeschbaach"" à Roeser",Ministre du Développement durable et des Infrastructures
9155,Tests Covid-19 à l'École internationale Differdange et Esch-sur-Alzette,Ministre de la Santé
9156,Mise en place d'un juge aux affaires familiales,Ministre de la Justice
9157,Intimidation d'un fonctionnaire,Premier Ministre
9158,Limite d'âge pour les médecins,Ministre de la Santé
9159,Dépendance aux opioïdes,Ministre de la Santé
9160,Déclarations du Ministre des Finances allemand et du président du parti social-démocrate allemand,Premier Ministre
